transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,Product_Subcategory,product_type
134927,6/18/22,9:25:28 AM,2,3,Chennai,20,24,Puff,Sweet Puff,Coconut Ball
176808,8/18/22,9:25:28 AM,1,3,Chennai,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
22191,2/9/22,9:25:29 AM,1,3,Chennai,20,24,Puff,Sweet Puff,Coconut Ball
89595,5/9/22,9:25:29 AM,1,3,Chennai,20,24,Puff,Sweet Puff,Coconut Ball
157329,7/15/22,9:30:34 AM,1,3,Chennai,15,350,Cake,Chocolate Cream Cake,Black Forest (1/2 Kg)
30526,2/22/22,9:30:35 AM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
105201,5/22/22,9:30:35 AM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
140870,6/22/22,9:30:35 AM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
56840,4/3/22,9:30:39 AM,1,3,Chennai,5,38,Bread,Whole Wheat Bread,Brown Bread
56841,4/3/22,9:30:39 AM,1,3,Chennai,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
82757,5/3/22,9:30:39 AM,1,3,Chennai,5,38,Bread,Whole Wheat Bread,Brown Bread
82758,5/3/22,9:30:39 AM,1,3,Chennai,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
116588,6/3/22,9:30:39 AM,1,3,Chennai,5,38,Bread,Whole Wheat Bread,Brown Bread
116589,6/3/22,9:30:39 AM,1,3,Chennai,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
75016,4/24/22,9:30:43 AM,1,3,Chennai,26,28,Rusk,Savory Rusk,Soup Stick Rusk
75017,4/24/22,9:30:43 AM,1,3,Chennai,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
142026,6/24/22,9:30:43 AM,1,3,Chennai,26,28,Rusk,Savory Rusk,Soup Stick Rusk
142027,6/24/22,9:30:43 AM,1,3,Chennai,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
3628,1/7/22,9:30:44 AM,1,3,Chennai,3,60,Cake,Cup Cake,Plain Cup Cake
21005,2/7/22,9:30:44 AM,2,3,Chennai,3,60,Cake,Cup Cake,Plain Cup Cake
170376,8/7/22,9:43:21 AM,1,3,Chennai,7,15,Bread,Flavoured Bread,Jam Bun
38738,3/8/22,9:43:26 AM,1,3,Chennai,3,60,Cake,Cup Cake,Plain Cup Cake
122583,6/8/22,9:43:26 AM,1,3,Chennai,3,60,Cake,Cup Cake,Plain Cup Cake
172112,8/10/22,9:43:26 AM,2,3,Chennai,27,33,Rusk,Healthy Rusk,Wheat Rusk
37233,3/6/22,9:43:27 AM,1,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
59212,4/6/22,9:43:27 AM,1,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
119983,6/6/22,9:43:27 AM,1,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
106244,5/24/22,9:43:28 AM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
142043,6/24/22,9:43:28 AM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
12285,1/22/22,9:03:03 AM,2,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
73295,4/22/22,9:03:03 AM,2,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
179086,8/21/22,9:03:03 AM,2,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
91792,5/11/22,9:03:05 AM,2,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
126327,6/11/22,9:03:05 AM,2,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
70899,4/19/22,9:03:09 AM,1,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
100825,5/19/22,9:03:09 AM,1,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
136231,6/19/22,9:03:09 AM,1,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
3607,1/7/22,9:03:14 AM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
38056,3/7/22,9:03:14 AM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
87263,5/7/22,9:03:14 AM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
113630,5/31/22,9:03:14 AM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
19171,2/4/22,9:03:16 AM,2,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
35886,3/4/22,9:03:16 AM,2,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
57609,4/4/22,9:03:16 AM,2,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
117688,6/4/22,9:03:16 AM,2,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
150230,7/2/22,9:03:16 AM,2,8,Coimbatore,20,24,Puff,Sweet Puff,Coconut Ball
166889,8/1/22,9:16:02 AM,1,5,Erode,11,53,Cookies,Filled Cookies,Peanut Cookies
6436,1/12/22,9:16:19 AM,2,8,Coimbatore,11,53,Cookies,Filled Cookies,Peanut Cookies
41643,3/12/22,9:16:19 AM,2,8,Coimbatore,11,53,Cookies,Filled Cookies,Peanut Cookies
49359,3/22/22,9:16:19 AM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
92849,5/12/22,9:16:19 AM,2,8,Coimbatore,11,53,Cookies,Filled Cookies,Peanut Cookies
105182,5/22/22,9:16:19 AM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
113643,5/31/22,9:16:19 AM,2,8,Coimbatore,11,53,Cookies,Filled Cookies,Peanut Cookies
140849,6/22/22,9:16:19 AM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
157320,7/15/22,9:16:19 AM,1,5,Erode,3,60,Cake,Cup Cake,Plain Cup Cake
165036,7/28/22,9:16:19 AM,1,5,Erode,20,24,Puff,Sweet Puff,Coconut Ball
173177,8/12/22,9:16:19 AM,2,5,Erode,15,350,Cake,Chocolate Cream Cake,Black Forest (1/2 Kg)
189536,9/10/22,9:16:19 AM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
69985,4/18/22,9:16:14 AM,1,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
69986,4/18/22,9:16:14 AM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
69987,4/18/22,9:16:14 AM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
134915,6/18/22,9:16:14 AM,1,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
134916,6/18/22,9:16:14 AM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
134917,6/18/22,9:16:14 AM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
204816,4/18/22,9:16:14 AM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
204817,4/18/22,9:16:14 AM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
205672,4/18/22,9:16:14 AM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
205673,4/18/22,9:16:14 AM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
9508,1/17/22,9:16:18 AM,2,8,Coimbatore,21,27,Puff,Savory Puff,Egg Puff
45269,3/17/22,9:16:18 AM,2,8,Coimbatore,21,27,Puff,Savory Puff,Egg Puff
69145,4/17/22,9:16:18 AM,2,8,Coimbatore,21,27,Puff,Savory Puff,Egg Puff
133740,6/17/22,9:16:18 AM,2,8,Coimbatore,21,27,Puff,Savory Puff,Egg Puff
160946,7/21/22,9:16:18 AM,1,8,Coimbatore,2,59,Cake,Cup Cake,Choco Lava
19767,2/5/22,9:16:19 AM,2,5,Erode,20,24,Puff,Sweet Puff,Coconut Ball
46690,3/19/22,9:16:19 AM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
58409,4/5/22,9:16:19 AM,2,5,Erode,20,24,Puff,Sweet Puff,Coconut Ball
100847,5/19/22,9:16:19 AM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
136258,6/19/22,9:16:19 AM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
162367,7/22/22,9:16:19 AM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
160945,7/21/22,9:16:20 AM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
16097,1/29/22,9:16:56 AM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
53360,3/29/22,9:16:56 AM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
111401,5/29/22,9:16:56 AM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
147653,6/29/22,9:16:56 AM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
29919,2/22/22,9:16:57 AM,2,8,Coimbatore,1,65,Cake,Flavoured Cake,American Brownie
48676,3/22/22,9:16:57 AM,2,8,Coimbatore,1,65,Cake,Flavoured Cake,American Brownie
104053,5/22/22,9:16:57 AM,2,8,Coimbatore,1,65,Cake,Flavoured Cake,American Brownie
164353,7/27/22,9:16:57 AM,1,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
71769,4/20/22,9:25:19 AM,1,5,Erode,20,24,Puff,Sweet Puff,Coconut Ball
71770,4/20/22,9:25:19 AM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
102009,5/20/22,9:25:19 AM,1,5,Erode,20,24,Puff,Sweet Puff,Coconut Ball
102010,5/20/22,9:25:19 AM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
155946,7/12/22,9:25:19 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
205147,4/20/22,9:25:19 AM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
206003,4/20/22,9:25:19 AM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
10668,1/19/22,9:25:19 AM,2,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
10669,1/19/22,9:25:19 AM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
21531,2/8/22,9:25:19 AM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
46707,3/19/22,9:25:19 AM,2,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
46708,3/19/22,9:25:19 AM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
61107,4/8/22,9:25:19 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
61108,4/8/22,9:25:19 AM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
88347,5/8/22,9:25:19 AM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
122552,6/8/22,9:25:19 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
122553,6/8/22,9:25:19 AM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
136279,6/19/22,9:25:19 AM,2,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
136280,6/19/22,9:25:19 AM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
162385,7/22/22,9:25:19 AM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
177409,8/19/22,9:25:19 AM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
177410,8/19/22,9:25:19 AM,2,8,Coimbatore,20,24,Puff,Sweet Puff,Coconut Ball
675,1/2/22,9:25:20 AM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
18013,2/2/22,9:25:20 AM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
34526,3/2/22,9:25:20 AM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
81679,5/2/22,9:25:20 AM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
115420,6/2/22,9:25:20 AM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
167445,8/2/22,9:25:20 AM,2,8,Coimbatore,1,65,Cake,Flavoured Cake,American Brownie
183804,9/2/22,9:25:20 AM,2,8,Coimbatore,1,65,Cake,Flavoured Cake,American Brownie
161657,7/22/22,9:25:21 AM,2,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
10670,1/19/22,9:25:25 AM,2,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
32923,2/27/22,9:25:25 AM,3,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
52193,3/27/22,9:25:25 AM,3,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
54772,3/31/22,9:25:25 AM,3,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
67323,4/15/22,9:25:25 AM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
96228,5/15/22,9:25:25 AM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
100866,5/19/22,9:25:25 AM,2,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
109556,5/27/22,9:25:25 AM,3,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
131246,6/15/22,9:25:25 AM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
136281,6/19/22,9:25:25 AM,2,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
145688,6/27/22,9:25:25 AM,3,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
149060,6/30/22,9:25:25 AM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
78416,4/28/22,9:25:28 AM,1,5,Erode,21,27,Puff,Savory Puff,Egg Puff
78417,4/28/22,9:25:28 AM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
110430,5/28/22,9:25:28 AM,1,5,Erode,21,27,Puff,Savory Puff,Egg Puff
110431,5/28/22,9:25:28 AM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
146638,6/28/22,9:25:28 AM,1,5,Erode,21,27,Puff,Savory Puff,Egg Puff
146639,6/28/22,9:25:28 AM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
23950,2/12/22,9:30:34 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
33381,2/28/22,9:30:34 AM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
41652,3/12/22,9:30:34 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
52751,3/28/22,9:30:34 AM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
54777,3/31/22,9:30:34 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
64679,4/12/22,9:30:34 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
92861,5/12/22,9:30:34 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
127516,6/12/22,9:30:34 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
60302,4/7/22,9:30:40 AM,1,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
87305,5/7/22,9:30:40 AM,1,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
170369,8/7/22,9:30:44 AM,2,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
186728,9/6/22,9:30:44 AM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
3635,1/7/22,9:43:21 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
18031,2/2/22,9:43:21 AM,2,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
34546,3/2/22,9:43:21 AM,2,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
56017,4/2/22,9:43:21 AM,2,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
60313,4/7/22,9:43:21 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
81703,5/2/22,9:43:21 AM,2,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
87317,5/7/22,9:43:21 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
115450,6/2/22,9:43:21 AM,2,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
150273,7/2/22,9:43:21 AM,1,8,Coimbatore,21,27,Puff,Savory Puff,Egg Puff
186735,9/6/22,9:43:21 AM,2,8,Coimbatore,15,350,Cake,Chocolate Cream Cake,Black Forest (1/2 Kg)
5371,1/10/22,9:43:26 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
125197,6/10/22,9:43:26 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
154415,7/10/22,9:43:26 AM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
188471,9/9/22,9:43:26 AM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
35915,3/4/22,9:43:27 AM,2,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
83820,5/4/22,9:43:27 AM,2,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
117766,6/4/22,9:43:27 AM,2,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
151642,7/4/22,9:43:27 AM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
152960,7/7/22,9:43:27 AM,1,5,Erode,15,350,Cake,Chocolate Cream Cake,Black Forest (1/2 Kg)
152961,7/7/22,9:43:27 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
75031,4/24/22,9:43:31 AM,1,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
78442,4/28/22,9:43:31 AM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
106245,5/24/22,9:43:31 AM,1,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
142044,6/24/22,9:43:31 AM,1,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
72610,4/21/22,9:43:35 AM,2,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
81704,5/2/22,9:43:35 AM,1,5,Erode,3,60,Cake,Cup Cake,Plain Cup Cake
115451,6/2/22,9:43:35 AM,1,5,Erode,3,60,Cake,Cup Cake,Plain Cup Cake
138682,6/21/22,9:43:35 AM,2,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
12308,1/22/22,9:43:37 AM,2,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
12309,1/22/22,9:43:37 AM,1,8,Coimbatore,24,28,Rusk,Healthy Rusk,Fruit Rusk
48703,3/22/22,9:43:37 AM,2,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
48704,3/22/22,9:43:37 AM,1,8,Coimbatore,24,28,Rusk,Healthy Rusk,Fruit Rusk
73334,4/22/22,9:43:37 AM,2,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
73335,4/22/22,9:43:37 AM,1,8,Coimbatore,24,28,Rusk,Healthy Rusk,Fruit Rusk
164380,7/27/22,9:43:37 AM,3,5,Erode,22,20,Puff,Savory Puff,Veg Puff
164381,7/27/22,9:43:37 AM,1,5,Erode,2,59,Cake,Cup Cake,Choco Lava
179049,8/22/22,9:43:37 AM,1,5,Erode,15,350,Cake,Chocolate Cream Cake,Black Forest (1/2 Kg)
179050,8/22/22,9:43:37 AM,1,5,Erode,2,59,Cake,Cup Cake,Choco Lava
147689,6/29/22,9:44:00 AM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
116588,9/3/22,9:30:39 AM,1,3,Chennai,5,38,Bread,Whole Wheat Bread,Brown Bread
136231,9/19/22,9:03:09 AM,1,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
116554,11/3/22,9:16:15 AM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
133738,11/17/22,9:16:19 AM,2,3,Chennai,11,53,Cookies,Filled Cookies,Peanut Cookies
133739,11/17/22,9:16:19 AM,1,3,Chennai,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
140865,11/22/22,9:25:21 AM,1,3,Chennai,11,53,Cookies,Filled Cookies,Peanut Cookies
116575,11/3/22,9:25:22 AM,2,3,Chennai,3,60,Cake,Cup Cake,Plain Cup Cake
116576,11/3/22,9:25:22 AM,1,3,Chennai,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
134927,11/18/22,9:25:28 AM,2,3,Chennai,20,24,Puff,Sweet Puff,Coconut Ball
140870,11/22/22,9:30:35 AM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
116588,11/3/22,9:30:39 AM,1,3,Chennai,5,38,Bread,Whole Wheat Bread,Brown Bread
116589,11/3/22,9:30:39 AM,1,3,Chennai,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
142026,11/24/22,9:30:43 AM,1,3,Chennai,26,28,Rusk,Savory Rusk,Soup Stick Rusk
142027,11/24/22,9:30:43 AM,1,3,Chennai,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
122583,11/8/22,9:43:26 AM,1,3,Chennai,3,60,Cake,Cup Cake,Plain Cup Cake
119983,11/11/22,9:43:27 AM,1,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
142043,11/24/22,9:43:28 AM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
126327,11/11/22,9:03:05 AM,2,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
136231,11/19/22,9:03:09 AM,1,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
117688,11/4/22,9:03:16 AM,2,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
140849,11/22/22,9:16:19 AM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
134915,11/18/22,9:16:14 AM,1,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
134916,11/18/22,9:16:14 AM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
134917,11/18/22,9:16:14 AM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
133740,11/17/22,9:16:18 AM,2,8,Coimbatore,21,27,Puff,Savory Puff,Egg Puff
136258,11/19/22,9:16:19 AM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
147653,11/29/22,9:16:56 AM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
122552,11/8/22,9:25:19 AM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
122553,11/8/22,9:25:19 AM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
136279,11/19/22,9:25:19 AM,2,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
136280,11/19/22,9:25:19 AM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
115420,11/2/22,9:25:20 AM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
131246,11/15/22,9:25:25 AM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
136281,11/19/22,9:25:25 AM,2,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
145688,11/27/22,9:25:25 AM,3,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
149060,11/30/22,9:25:25 AM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
146638,11/28/22,9:25:28 AM,1,5,Erode,21,27,Puff,Savory Puff,Egg Puff
